#SALTICAM filter transmission data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#compiled from spreadsheets provided by David Buckley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#compiled by Amanda Gulbis
#,SLOAN,,,,,STROEMGREN,,,,,,,,,Bessell,,,,,,,Hbeta wide (Custom Scientific),,UV,,,H-alpha,
Wavelength(nm),SDSS_up,SDSS_gp,SDSS_rp,SDSS_ip,SDSS_zp,Stromgren_u,Stromgren_v,Stromgren_b,Stromgren_y,Hbeta_wide,SRE_1,SRE_2,SRE_3,SRE_4,CLR-S1,U-S1,B-S1,V-S1,R-S1,I-S1,ND,Wavelength,Hbeta_narrow,Wavelength,340-35,380-40,Wavelength,Halpha-S1
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,769,8.91E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,769.2,2.86E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,769.4,4.51E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,769.6,3.87E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,769.8,5.91E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,770,0.000178803
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,770.2,3.63E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,770.4,0.000140246
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,770.6,7.30E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,770.8,0.00010422
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,771,7.97E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,771.2,5.42E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,771.4,0.000192797
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,771.6,7.20E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,771.8,-7.96E-06
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,772,0.000233756
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,772.2,0.000141062
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,772.4,0.000265162
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,772.6,0.000134594
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,772.8,0.000152235
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,773,0.000120688
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,773.2,0.000189699
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,773.4,0.000106938
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,773.6,4.36E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,773.8,8.51E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,774,0.000220992
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,774.2,0.000118739
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,774.4,0.000143114
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,774.6,0.000325947
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,774.8,0.000346012
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,775,0.000199784
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,775.2,0.000199224
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,775.4,0.000370466
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,775.6,0.000402744
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,775.8,0.000344396
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,776,0.000406727
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,776.2,0.000556321
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,776.4,0.00059191
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,776.6,0.000582079
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,776.8,0.000527123
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,777,0.000597597
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,777.2,0.000664631
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,777.4,0.000559613
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,777.6,0.000873074
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,777.8,0.000717751
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,778,0.000755935
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,778.2,0.000807649
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,778.4,0.001019837
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,778.6,0.000761128
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,778.8,0.000693655
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,779,0.001015763
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,779.2,0.001100355
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,779.4,0.00122207
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,779.6,0.001104134
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,779.8,0.001346351
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,780,0.001302876
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,780.2,0.001275789
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,780.4,0.001151588
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,780.6,0.001315838
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,780.8,0.001319755
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,781,0.001358961
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,781.2,0.001396493
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,781.4,0.001372963
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,781.6,0.001321133
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,781.8,0.001290245
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,782,0.001200141
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,782.2,0.001280164
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,782.4,0.001293395
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,782.6,0.001306166
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,782.8,0.00128802
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,783,0.001140927
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,783.2,0.001294515
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,783.4,0.001226095
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,783.6,0.00113649
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,783.8,0.001181167
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,784,0.001023705
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,784.2,0.001065016
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,784.4,0.001112273
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,784.6,0.000973945
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,784.8,0.00104187
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,785,0.000977026
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,785.2,0.000937503
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,785.4,0.000821287
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,785.6,0.000892505
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,785.8,0.000851963
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,786,0.000925024
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,786.2,0.000819227
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,786.4,0.000801642
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,786.6,0.000796259
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,786.8,0.000801856
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,787,0.000875037
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,787.2,0.000744896
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,787.4,0.000819715
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,787.6,0.000782503
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,787.8,0.000642722
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,788,0.000808548
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,788.2,0.000713537
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,788.4,0.000612197
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,788.6,0.000607917
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,788.8,0.000892207
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,789,0.000699503
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,789.2,0.000638491
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,789.4,0.000624801
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,789.6,0.000663386
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,789.8,0.000583515
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,790,0.000690314
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,790.2,0.000514261
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,790.4,0.000682786
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,790.6,0.000693207
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,790.8,0.000764747
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,791,0.000660066
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,791.2,0.00067223
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,791.4,0.000614726
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,791.6,0.000654483
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,791.8,0.000711181
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,792,0.000680314
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,792.2,0.000651732
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,792.4,0.000604555
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,792.6,0.000732283
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,792.8,0.000559073
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,793,0.000767917
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,793.2,0.000669188
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,793.4,0.000684808
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,793.6,0.00071943
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,793.8,0.000668005
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,794,0.000697168
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,794.2,0.000620654
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,794.4,0.000592068
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,794.6,0.000725766
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,794.8,0.000673559
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,795,0.000648946
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,795.2,0.000716529
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,795.4,0.000671612
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,795.6,0.000627349
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,795.8,0.000681894
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,796,0.000706392
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,796.2,0.000763485
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,796.4,0.000733883
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,796.6,0.000832076
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,796.8,0.000697821
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,797,0.000657628
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,797.2,0.000667298
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,797.4,0.00073356
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,797.6,0.00070966
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,797.8,0.000580438
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,798,0.00084984
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,798.2,0.000820554
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,798.4,0.000794693
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,798.6,0.000764387
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,798.8,0.000690625
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,799,0.000709812
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,799.2,0.000664637
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,799.4,0.000605127
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,799.6,0.000734768
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,799.8,0.000770275
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,800,0.00072953
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,800.2,0.000582178
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,800.4,0.000635887
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,800.6,0.000728664
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,800.8,0.000685124
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,801,0.000755935
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,801.2,0.000682667
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,801.4,0.000641197
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,801.6,0.000621063
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,801.8,0.000567139
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,802,0.000555544
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,802.2,0.000598726
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,802.4,0.000609569
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,802.6,0.000596958
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,802.8,0.000689592
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,803,0.000599305
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,803.2,0.000538173
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,803.4,0.000534062
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,803.6,0.000337337
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,803.8,0.000523887
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,804,0.000560115
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,804.2,0.000448913
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,804.4,0.000479763
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,804.6,0.000613172
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,804.8,0.000412097
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,805,0.000456998
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,805.2,0.000504086
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,805.4,0.00042852
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,805.6,0.000370898
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,805.8,0.00048362
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,806,0.00046305
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,806.2,0.000480924
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,806.4,0.000340182
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,806.6,0.000402857
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,806.8,0.000391527
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,807,0.000311651
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,807.2,0.000343064
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,807.4,0.00038968
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,807.6,0.000373817
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,807.8,0.000287765
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,808,0.000326246
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,808.2,0.000316465
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,808.4,0.000300356
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,808.6,0.00027586
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,808.8,0.000268243
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,809,0.000276269
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,809.2,0.000287267
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,809.4,0.000357602
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,809.6,0.000401741
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,809.8,8.01E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,810,0.000182168
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,810.2,0.000216604
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,810.4,0.000208814
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,810.6,0.000231152
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,810.8,0.000204215
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,811,0.000231388
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,811.2,0.000309489
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,811.4,0.000223324
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,811.6,0.000236814
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,811.8,0.000324589
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,812,0.000239874
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,812.2,7.86E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,812.4,0.000200931
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,812.6,0.000120097
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,812.8,0.000144715
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,813,0.00014958
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,813.2,0.00030399
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,813.4,0.000209576
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,813.6,0.000251237
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,813.8,0.000194381
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,814,0.000127822
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,814.2,0.000209788
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,814.4,0.000204219
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,814.6,0.000106279
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,814.8,7.54E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,815,0.000196857
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,815.2,0.000126602
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,815.4,0.000248002
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,815.6,0.000292171
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,815.8,0.0001691
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,816,0.000163819
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,816.2,0.000183662
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,816.4,0.000168023
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,816.6,0.000187867
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,816.8,7.16E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,817,1.93E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,817.2,0.00022051
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,817.4,0.000180207
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,817.6,0.000128135
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,817.8,0.000140311
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,818,0.00015103
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,818.2,6.04E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,818.4,0.000240147
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,818.6,7.36E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,818.8,0.000159449
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,819,0.000123988
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,819.2,0.000104167
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,819.4,9.35E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,819.6,9.62E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,819.8,0.000148433
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,820,5.78E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,820.2,0.000131091
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,820.4,0.0001386
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,820.6,0.000162878
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,820.8,0.00016353
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,821,0.000118902
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,821.2,0.000283062
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,821.4,0.000153319
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,821.6,7.03E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,821.8,0.000211504
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,822,0.000100052
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,822.2,0.000164911
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,822.4,2.69E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,822.6,0.000133806
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,822.8,9.76E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,823,0.000173328
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,823.2,6.87E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,823.4,0.000112944
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,823.6,0.000111428
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,823.8,0.000186154
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,824,0.00014693
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,824.2,0.00016996
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,824.4,0.000156252
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,824.6,0.000142015
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,824.8,0.000128983
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,825,0.000125055
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,825.2,0.000178268
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,825.4,0.000142129
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,825.6,0.000166335
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,825.8,0.000204133
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,826,7.91E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,826.2,0.000163792
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,826.4,0.000160939
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,826.6,9.41E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,826.8,0.000196573
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,827,0.000170924
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,827.2,7.03E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,827.4,0.000182134
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,827.6,3.59E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,827.8,5.18E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,828,0.000165765
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,828.2,0.000187893
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,828.4,6.74E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,828.6,0.000198824
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,828.8,0.000132652
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,829,9.11E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,829.2,0.000147004
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,829.4,9.67E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,829.6,0.000108805
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,829.8,0.000152748
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,830,6.32E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,830.2,0.000160976
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,830.4,0.000114472
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,830.6,7.27E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,830.8,0.000249279
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,831,0.000136795
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,831.2,0.000169588
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,831.4,0.000154596
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,831.6,0.000177762
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,831.8,0.000115939
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,832,0.000123147
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,832.2,0.000181078
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,832.4,0.000150887
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,832.6,0.000156352
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,832.8,0.000109792
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,833,9.46E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,833.2,0.000242975
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,833.4,0.000139058
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,833.6,0.000108512
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,833.8,0.000206916
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,834,9.67E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,834.2,0.000157332
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,834.4,0.000138991
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,834.6,9.04E-05
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,834.8,0.000127704
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,835,0.000226072
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,835.2,0.000113055
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,835.4,0.000304309
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,835.6,0.000211921
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,835.8,0.000184274
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,836,0.000147694
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,836.2,0.000203836
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,836.4,0.000193447
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,836.6,0.000187373
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,836.8,0.000250685
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,837,0.000169421
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,837.2,0.000381059
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,837.4,0.000260585
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,837.6,0.000221442
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,837.8,0.000154217
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,838,0.000154258
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,838.2,0.000218311
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,838.4,0.000102435
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,838.6,0.00022393
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,838.8,0.000237507
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,839,0.000327091
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,839.2,0.000273717
