#SALTICAM filter transmission data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#compiled from spreadsheets provided by David Buckley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#compiled by Amanda Gulbis
#,SLOAN,,,,,STROEMGREN,,,,,,,,,Bessell,,,,,,,Hbeta wide (Custom Scientific),,UV,,,H-alpha,
Wavelength(nm),SDSS_up,SDSS_gp,SDSS_rp,SDSS_ip,SDSS_zp,Stromgren_u,Stromgren_v,Stromgren_b,Stromgren_y,Hbeta_wide,SRE_1,SRE_2,SRE_3,SRE_4,CLR-S1,U-S1,B-S1,V-S1,R-S1,I-S1,ND,Wavelength,Hbeta_narrow,Wavelength,340-35,380-40,Wavelength,Halpha-S1
593.5,0.0001,0.0054,93.9174,-0.0007,-0.0008,-0.00231,-0.0008,-1.00E-05,0.18208,-0.00187,1.33842,-0.00088,-0.00101,-0.0025,99.72440338,-0.000395088,0.011422516,52.8435936,81.61064148,-0.000173189,2.575127602, , ,1087,4.18E-02,7.93E-03,457.4,0.000273055
594,-0.0009,0.0056,94.1086,0.0006,0.001,-0.00255,-0.00091,-0.00027,0.17327,-0.00147,1.55095,-0.00073,-0.00119,-0.00262,99.81391907,-0.000341082,0.009224417,52.30811691,81.68687439,0.000310401,2.575388432, , ,1088,4.19E-02,8.03E-03,457.6,0.000169805
594.5,0.0004,0.005,94.2379,-0.0004,0.0015,-0.00298,-0.00106,-0.00044,0.16503,-0.00181,1.8063,-0.00127,-0.00153,-0.00264,99.76442719,-0.000303136,0.009391543,51.78095627,81.64831543,-0.000639926,2.572777271, , ,1089,4.20E-02,8.13E-03,457.8,0.000266909
595,-0.0004,0.004,94.3193,-0.0009,-0.0012,-0.00348,-0.00096,-0.0007,0.15782,-0.00192,2.11372,-0.00187,-0.00128,-0.00258,99.75813293,0.000249418,0.011665728,51.22854233,81.67870331,0.000136382,2.574471712, , ,1090,4.21E-02,8.23E-03,458,0.000194563
595.5,-0.0007,0.0051,94.3274,0.0009,-0.001,-0.00383,-0.00068,-0.00086,0.15113,-0.00243,2.48586,-0.002,-0.00147,-0.00233,99.76092529,-0.000478353,0.008829154,50.71150208,81.69438171,-0.000149214,2.576264858, , ,1091,4.21E-02,8.32E-03,458.2,0.000269968
596,-0.0004,0.0038,94.4316,-0.0018,-0.0013,-0.00388,-9.00E-05,-0.00078,0.14515,-0.00237,2.9366,-0.00158,-0.0008,-0.0019,99.78408813,-0.000309344,0.009746601,50.15756989,81.67715454,0.000118629,2.57826066, , ,1092,4.21E-02,8.43E-03,458.4,0.000177138
596.5,-0.0005,0.0025,94.6218,-0.0007,0,-0.00393,-0.00053,-0.00094,0.13941,-0.002,3.4884,-0.00149,-0.00076,-0.00133,99.79390717,-0.000707614,0.009906629,49.61916733,81.68776703,-0.000488449,2.577752113, , ,1093,4.21E-02,8.51E-03,458.6,0.000238029
597,0,0.0043,94.4132,0.0003,-0.0001,-0.00383,-0.00042,-0.00114,0.13433,-0.00186,4.16701,-0.00143,-0.00054,-0.00095,99.81525421,-0.000606397,0.011082301,49.09295273,81.6570816,5.66E-05,2.582706928, , ,1094,4.21E-02,8.62E-03,458.8,0.000295504
597.5,0.0001,0.0031,94.5915,-0.0001,-0.0003,-0.00352,-0.00084,-0.00114,0.12945,-0.00176,5.00678,-0.00075,-0.00059,-0.00079,99.81666565,-0.000109487,0.010391472,48.56501389,81.6423645,0.000429357,2.583077669, , ,1095,4.21E-02,8.72E-03,459,0.000232984
598,0.0004,0.0037,94.6577,-0.0002,-0.0007,-0.00331,-0.00125,-0.00078,0.12456,-0.00143,6.04968,-0.00047,-0.00099,-0.00086,99.76528931,0.000106507,0.009951673,48.03036499,81.61009216,-7.86E-06,2.580476522, , ,1096,4.20E-02,8.80E-03,459.2,0.000209072
598.5,-0.0009,0.0026,94.6621,-0.0008,-0.0006,-0.00313,-0.00137,-0.00011,0.12004,-0.00172,7.35245,0.00021,-0.00105,-0.00142,99.80146027,-0.000847911,0.010694735,47.51935959,81.5959549,-0.000403426,2.578002214, , ,1097,4.19E-02,8.90E-03,459.4,0.000172847
599,0.0004,0.0018,94.5163,0.0013,0.0005,-0.00245,-0.00108,-7.00E-05,0.11571,-0.00164,8.98292,0.0002,-0.00077,-0.00146,99.84114838,-0.000451394,0.010475919,46.96590805,81.59840393,-0.00023507,2.581164837, , ,1098,4.18E-02,8.99E-03,459.6,0.000232858
599.5,0.0001,0.0036,94.6318,0.0001,-0.0007,-0.00188,-0.00077,-9.00E-05,0.11167,-0.00152,11.0326,0.00019,-0.00025,-0.00142,99.8085022,-0.000747906,0.00954002,46.42882538,81.54798889,-7.75E-05,2.582832575, , ,1099,4.16E-02,9.08E-03,459.8,0.00014649
600,-0.0007,0.0024,94.6177,0.0003,-0.0011,-0.00168,-0.00063,0.0004,0.10794,-0.00127,13.6221,0.00024,0.00055,-0.00108,99.8024826,0.00014096,0.010744404,45.87950134,81.49491119,0.000252714,2.585318804, , ,1100,4.14E-02,9.17E-03,460,0.000203518
600.5,-0.0018,0.0019,94.6721,-0.0006,0.0002,-0.00197,-0.00052,0.00037,0.10415,-0.00123,16.887,0.00049,0.001,-0.00066,99.80327606,0.00018695,0.010293582,45.31702805,81.47994995,-0.000690074,2.58692193, , ,1101,4.12E-02,9.25E-03,460.2,0.00026752
601,-0.0003,0.0013,94.6171,-0.0008,-0.0011,-0.00213,-0.00048,0.00011,0.10078,-0.00078,20.9692,0.00042,0.00103,-0.00046,99.83688354,-9.14E-05,0.009919347,44.79272461,81.4288559,1.57E-05,2.58425498, , ,1102,4.10E-02,9.35E-03,460.4,0.00015907
601.5,-0.0004,0.0017,94.7167,-0.001,0.0004,-0.0022,-0.00053,4.00E-05,0.09731,-0.00099,25.9755,0.00036,0.00094,-3.00E-05,99.74617767,-0.000488057,0.009923494,44.23872757,81.36011505,-4.73E-05,2.585351944, , ,1103,4.08E-02,9.44E-03,460.6,0.00019822
602,-0.0003,0.0031,94.7061,-0.0012,-0.0004,-0.00189,-0.00109,-8.00E-05,0.09373,-0.00138,31.9465,-0.00019,0.00082,3.00E-05,99.7979126,5.14E-05,0.010530482,43.70673752,81.32274628,0.00082849,2.583914995, , ,1104,4.06E-02,9.52E-03,460.8,0.000250531
602.5,0.0001,0.0016,94.7555,-0.001,-0.001,-0.00134,-0.00164,-0.00036,0.09025,-0.00202,38.8072,-0.00107,0.0003,-8.00E-05,99.81109619,-0.000881248,0.010288033,43.15129089,81.25543213,-0.000446753,2.587569475, , ,1105,4.02E-02,9.60E-03,461,0.00020188
603,0,0.0014,94.8364,-0.0008,-0.0001,-0.00104,-0.00121,-0.00031,0.08693,-0.0026,46.3664,-0.00106,0.00044,-0.00044,99.81776428,-0.00071302,0.010489108,42.61693573,81.21182251,0.000321494,2.58967495, , ,1106,4.00E-02,9.67E-03,461.2,0.000223258
603.5,0.0002,0.0016,94.8357,-0.0008,-0.0001,-0.00071,-0.0015,-0.00035,0.083,-0.00246,54.2637,-0.00107,0.00046,-0.00049,99.79174805,-0.000318274,0.010955905,42.07336426,81.11743164,0.00013246,2.585184813, , ,1107,3.97E-02,9.76E-03,461.4,0.000291169
604,-0.0011,0.0014,94.9818,-0.001,-0.0009,-0.00058,-0.00089,-0.00047,0.07914,-0.00228,62.0519,-0.00136,0.00027,-0.00054,99.83896637,0.000614504,0.010218763,41.51581955,81.06967163,0.000392978,2.58881402, , ,1108,3.94E-02,9.84E-03,461.6,0.000189875
604.5,0.0006,0.0006,95.0478,0,-0.0001,-0.0004,-0.00075,-0.00053,0.0751,-0.00173,69.2964,-0.00099,0.00053,-0.00031,99.83569336,-0.000985549,0.00922934,40.98934174,80.99684906,-0.000225766,2.590420246, , ,1109,3.90E-02,9.93E-03,461.8,0.000210475
605,-0.0005,0.0023,95.0586,0.0001,-0.0003,-0.00077,-0.00113,-0.0005,0.07132,-0.00195,75.6344,-0.00099,3.00E-05,-0.0004,99.82271576,-0.000395468,0.010216187,40.43681717,80.9216156,-0.000395584,2.591669559, , ,1110,3.87E-02,9.99E-03,462,0.000132952
605.5,-0.0002,0.0014,95.2927,0.0011,0.0003,-0.00102,-0.0014,7.00E-05,0.06798,-0.00218,80.824,-0.00091,8.00E-05,-0.00055,99.83574677,-0.000153357,0.009343946,39.88960266,80.86086273,-0.000153068,2.593300581, , ,1111,3.83E-02,1.01E-02,462.2,0.000215346
606,0.0002,0.0014,95.2934,-0.0002,-0.0006,-0.001,-0.00146,7.00E-05,0.06463,-0.00238,84.7952,-0.00195,-0.00012,-0.0005,99.83429718,-0.000401878,0.010149782,39.37270737,80.7653656,-6.74E-05,2.592319727, , ,1112,3.79E-02,1.01E-02,462.4,0.000259887
606.5,-0.0008,0.0023,95.3336,-0.0017,0.0004,-0.00077,-0.00158,0.00015,0.06136,-0.00277,87.6158,-0.00258,-0.00047,-8.00E-05,99.82164764,7.68E-05,0.009464839,38.82737732,80.70310974,0.000296892,2.595445395, , ,1113,3.75E-02,1.02E-02,462.6,0.000170755
607,-0.0003,0.0017,95.519,-0.0006,0.0005,-0.00067,-0.0015,0.00046,0.05771,-0.00279,89.4908,-0.00284,-0.00055,0.00055,99.8396759,-0.000327784,0.008948549,38.29878998,80.62457275,-0.000219618,2.596075773, , ,1114,3.70E-02,1.03E-02,462.8,0.000139269
607.5,-0.0008,0.0012,95.5086,0.0007,-0.0008,-0.00014,-0.00133,0.00047,0.05399,-0.00271,90.6484,-0.00297,-0.00043,0.00112,99.82369232,0.000132322,0.010230768,37.74295044,80.49453735,2.53E-05,2.592964172, , ,1115,3.66E-02,1.03E-02,463,0.000112498
608,0,0.0016,95.7223,-0.0015,0.0006,3.00E-05,-0.00138,0.00041,0.0498,-0.00249,91.3266,-0.00279,-0.00058,0.00129,99.78302765,-0.000462116,0.009417149,37.25337601,80.42451477,-0.000347697,2.594076633, , ,1116,3.61E-02,1.04E-02,463.2,0.000224931
608.5,-0.001,0.0017,95.6938,0.0008,-0.0012,6.00E-05,-0.00086,0.00075,0.04561,-0.00237,91.7221,-0.00213,-0.00069,0.0009,99.81814575,0.000696966,0.009509298,36.73540497,80.33953094,-9.56E-05,2.596345425, , ,1117,3.57E-02,1.05E-02,463.4,0.000228869
609,-0.0009,0.0013,95.6899,-0.0007,0.0006,4.00E-05,-0.00031,0.00058,0.0414,-0.00242,91.9736,-0.00167,-0.0008,0.00058,99.8274765,-0.000410002,0.010210835,36.20078278,80.22879028,0.000599283,2.600308895, , ,1118,3.52E-02,1.05E-02,463.6,0.000256763
609.5,-0.0007,0.0004,95.7959,0.0001,0.0011,0.00071,-0.0001,0.0005,0.0373,-0.00282,92.1494,-0.00148,-0.00124,0.00021,99.81197357,0.000502426,0.009104665,35.69020844,80.16653442,0.000391714,2.59747982, , ,1119,3.47E-02,1.06E-02,463.8,0.000204222
610,-0.0001,0.0015,95.8664,-0.0002,-0.0009,0.00081,0.00063,3.00E-05,0.03396,-0.00343,92.3203,-0.00113,-0.00157,-0.00055,99.81821442,-0.000478003,0.010410653,35.19073486,80.08416748,-3.61E-05,2.596403599, , ,1120,3.42E-02,1.06E-02,464,0.000219165
610.5,0.0008,0.001,95.8443,-0.0008,-0.0003,0.0012,0.00099,-4.00E-05,0.03028,-0.00339,92.4915,-0.00112,-0.00156,-0.00062,99.80197144,0.0004169,0.010362436,34.66535568,79.93253326,0.001074831,2.599131584, , ,1121,3.37E-02,1.07E-02,464.2,0.000230757
611,-0.0004,0.0005,95.8494,-0.0001,-0.0003,0.00136,0.0013,-0.0004,0.02726,-0.00348,92.6587,-0.00101,-0.00243,-0.00039,99.86026764,-0.000117469,0.006942685,34.14746857,79.85401917,0.000209857,2.604630709, , ,1122,3.31E-02,1.07E-02,464.4,0.000272547
611.5,-0.0015,0.0016,95.8254,0.001,0.001,0.00122,0.00142,-0.00047,0.02417,-0.00305,92.7997,-0.00099,-0.00227,8.00E-05,99.80921936,-0.000324596,0.006925183,33.64871597,79.74472809,-0.00043196,2.601521492, , ,1123,3.26E-02,1.08E-02,464.6,0.000222618
612,-0.0007,0.0007,95.8949,-0.0004,0.0004,0.00071,0.00157,-0.00058,0.02206,-0.00296,92.9105,-0.00102,-0.00247,0.00037,99.83053589,0.000550927,0.008957964,33.13111496,79.65461731,-0.000205387,2.603795528, , ,1124,3.20E-02,1.08E-02,464.8,0.000173729
612.5,-0.0002,0.0009,95.7689,-0.0007,0.0002,0.00051,0.00135,-0.0003,0.02012,-0.00265,92.97,-0.00053,-0.00223,0.00014,99.83776093,0.000340507,0.009965054,32.64713287,79.54637146,-0.000198833,2.607692003, , ,1125,3.14E-02,1.09E-02,465,0.000267027
613,-0.0019,0.0015,95.8254,0.0004,0.0007,0.00034,0.00079,-0.00015,0.01838,-0.00265,92.9769,-0.00051,-0.00222,0.00011,99.85676575,-0.000516925,0.010391339,32.14072037,79.46390533,0.000129269,2.606373549, , ,1126,3.09E-02,1.09E-02,465.2,0.000214815
613.5,-0.001,0.0007,95.7203,-0.0009,0.0013,0.00013,-0.00034,0.00018,0.01707,-0.00266,92.9231,-0.00041,-0.00219,-9.00E-05,99.86589813,-8.22E-05,0.00791375,31.63726616,79.33067322,-8.22E-05,2.606049061, , ,1127,3.03E-02,1.10E-02,465.4,0.000226156
614,0.0002,0.0014,95.6953,0.0001,-0.0011,-9.00E-05,-0.00026,0.00015,0.01574,-0.00239,92.8599,-0.00022,-0.00265,-0.00015,99.82805634,2.61E-05,0.008346901,31.144207,79.18617249,0.000349346,2.607546091, , ,1128,2.97E-02,1.10E-02,465.6,0.000315292
614.5,0.0004,0.0009,95.6555,-0.0004,-0.0008,0.00039,-0.00047,-0.00046,0.01453,-0.00198,92.786,-0.00024,-0.00277,-9.00E-05,99.85457611,-8.11E-05,0.008928304,30.64012146,79.07975769,0.000457214,2.606786728, , ,1129,2.91E-02,1.10E-02,465.8,0.000209224
615,0.0001,0.0011,95.5247,0.0015,0.0003,0.00046,-0.00054,-0.00076,0.01297,-0.00186,92.7237,7.00E-05,-0.0029,0.00036,99.85511017,-0.000404622,0.007480678,30.17253304,78.95740509,2.71E-05,2.606267929, , ,1130,2.85E-02,1.11E-02,466,0.000194818
615.5,-0.0003,0.0021,95.5356,-0.0018,0.0008,0.00056,-0.00031,-0.00138,0.01129,-0.00218,92.7129,0.00042,-0.00284,3.00E-05,99.81973267,-0.000514691,0.006760593,29.68668556,78.87168884,-0.000728485,2.610153437, , ,1131,2.79E-02,1.11E-02,466.2,0.000259434
616,0,0.0019,95.5255,-0.0009,0.0005,0.00045,-9.00E-05,-0.00187,0.00979,-0.00226,92.7793,0.00048,-0.00247,0.00013,99.86875153,0.000560124,0.007784319,29.18166161,78.70503998,0.000344631,2.611641169, , ,1132,2.73E-02,1.11E-02,466.4,0.000204398
616.5,-0.0012,0.0016,95.3739,-0.0011,-0.0001,0.00064,-0.00042,-0.00193,0.0088,-0.00273,92.9371,0.00069,-0.00226,-0.00032,99.85095215,0.000125557,0.007060211,28.720438,78.55545807,0.000558115,2.605178595, , ,1133,2.67E-02,1.12E-02,466.6,0.000191345
617,-0.0005,0.0004,95.3022,-0.0002,-0.0004,0.00033,-0.00028,-0.00213,0.00843,-0.00319,93.1617,0.00061,-0.00205,-0.00117,99.85622406,0.00022923,0.007217823,28.24552917,78.47216034,0.000446234,2.614023924, , ,1134,2.61E-02,1.12E-02,466.8,0.000232208
617.5,-0.0001,0.0002,95.3872,0,0.0013,-0.00028,-0.00047,-0.00206,0.0082,-0.00318,93.407,0.00058,-0.00161,-0.00177,99.88374329,-0.000643267,0.006493547,27.76127243,78.32275391,-9.99E-05,2.612135649, , ,1135,2.55E-02,1.12E-02,467,0.000195695
618,-0.0003,0.002,95.2045,-0.0005,-0.0012,-0.00074,-0.00135,-0.00202,0.00759,-0.00362,93.6036,0.0011,-0.00164,-0.0022,99.85382843,-0.000323391,0.006941208,27.31631088,78.21495819,4.23E-06,2.613413095, , ,1136,2.49E-02,1.12E-02,467.2,0.000264743
618.5,0.0002,0.0007,95.2156,-0.0008,0.0011,-0.00097,-0.0017,-0.0024,0.00705,-0.00351,93.632,0.0015,-0.00162,-0.00203,99.83820343,-0.000220123,0.00724622,26.81095886,78.07566833,0.000325426,2.612250805, , ,1137,2.43E-02,1.12E-02,467.4,0.000258974
619,-0.0009,0.0014,95.165,0.0008,-0.0001,-0.00094,-0.00197,-0.00269,0.00665,-0.0033,93.2996,0.00141,-0.00157,-0.00188,99.87492371,-7.41E-06,0.005928739,26.35149574,77.96052551,0.000320899,2.614317894, , ,1138,2.37E-02,1.12E-02,467.6,0.00021787
619.5,-0.0008,0.0013,95.0537,0.0002,-0.0009,-0.00094,-0.00207,-0.00294,0.00617,-0.00264,92.3977,0.00142,-0.00165,-0.00185,99.88253784,-1.21E-05,0.006525913,25.92156219,77.79787445,0.000535557,2.614881754, , ,1139,2.31E-02,1.13E-02,467.8,0.00016721
620,-0.0002,0.0013,95.0815,-0.0011,0.0002,-0.00075,-0.00211,-0.00327,0.00542,-0.00243,90.6566,0.00142,-0.00178,-0.00171,99.83095551,0.000202386,0.005493796,25.45783615,77.66378784,0.000752069,2.614125252, , ,1140,2.25E-02,1.13E-02,468,0.000173981
620.5,0.0003,0.0019,95.0881,-0.0003,-0.0004,-0.00107,-0.00249,-0.00337,0.00473,-0.00233,87.8423,0.0012,-0.00172,-0.00166,99.83041382,0.000529071,0.006539219,25.01499367,77.51321411,0.000199185,2.612904549, , ,1141,2.19E-02,1.13E-02,468.2,0.000282957
621,0.0002,0.0012,94.9022,-0.0003,0.0005,-0.00074,-0.00214,-0.00364,0.00416,-0.00229,83.8259,0.00108,-0.00231,-0.00176,99.8203125,-0.000135314,0.005503262,24.56201553,77.39374542,-0.000134596,2.618515015, , ,1142,2.14E-02,1.13E-02,468.4,0.000187825
621.5,-0.0007,0.0003,94.9924,0.0013,0.0002,-0.00036,-0.00228,-0.00348,0.00381,-0.00191,78.5612,0.00102,-0.00249,-0.00186,99.81344604,8.23E-05,0.005059752,24.10738564,77.26898193,0.000524295,2.619198322, , ,1143,2.08E-02,1.13E-02,468.6,0.000287902
622,0.0006,-0.0001,94.9577,-0.0001,-0.0007,-0.00026,-0.00227,-0.00305,0.00361,-0.00192,72.1794,0.00106,-0.00275,-0.00198,99.83125305,-0.000362419,0.00535985,23.66898727,77.11260986,0.000300947,2.61797142, , ,1144,2.02E-02,1.13E-02,468.8,0.000119002
622.5,-0.0001,0.0016,94.9292,0.0002,0.0001,3.00E-05,-0.00215,-0.00304,0.0031,-0.00253,64.9504,0.00113,-0.00251,-0.00234,99.86417389,0.001073871,0.004464451,23.21584702,76.96058655,0.000963504,2.623117447, , ,1145,1.97E-02,1.13E-02,469,0.00018588
623,-0.0014,-0.0002,94.9091,0.0009,0.0015,2.00E-05,-0.0016,-0.00302,0.00248,-0.0026,57.2543,0.00129,-0.0022,-0.00218,99.78798676,0.000409723,0.004763711,22.77895737,76.79256439,0.000188555,2.621745348, , ,1146,1.91E-02,1.13E-02,469.2,0.000155086
623.5,-0.0003,0.0008,94.8466,-0.0005,0.0006,6.00E-05,-0.00147,-0.0029,0.00228,-0.00269,49.5239,0.00151,-0.00156,-0.00226,99.84909821,0.001073556,0.004166969,22.35738373,76.68817902,0.000299765,2.623923302, , ,1147,1.86E-02,1.13E-02,469.4,0.000300832
624,0.0002,0.0011,94.8744,-0.0012,0,0.00039,-0.0008,-0.00231,0.00179,-0.00236,42.1331,0.00091,-0.00123,-0.00192,99.85001373,-0.000142042,0.003418521,21.91737556,76.51940918,-3.12E-05,2.619484186, , ,1148,1.80E-02,1.13E-02,469.6,0.000241484
624.5,0.0003,0.0009,94.8747,-0.0004,-0.0001,0.00027,-0.00083,-0.00237,0.00166,-0.00209,35.3687,0.00032,-0.00108,-0.00188,99.84324646,-0.000913223,0.004315047,21.51637268,76.36436462,0.001296815,2.625524044, , ,1149,1.75E-02,1.13E-02,469.8,0.000158801
625,-0.0013,0.0012,94.8281,0.0003,0.0006,-8.00E-05,-0.00161,-0.0019,0.00103,-0.00231,29.4083,0.00015,-0.00095,-0.00198,99.80804443,0.000525418,0.00446239,21.09956741,76.1721344,-0.000687263,2.626932859, , ,1150,1.70E-02,1.13E-02,470,0.000203713
625.5,-0.0008,0.0021,94.8312,0,-0.0002,-0.0003,-0.00193,-0.00175,0.00104,-0.00213,24.3256,0.0005,-0.0008,-0.00195,99.86437225,0.00030927,0.004907529,20.66347694,76.05104828,0.000198383,2.623971701, , ,1151,1.65E-02,1.13E-02,470.2,0.000167397
626,-0.0013,0.0016,94.8108,-0.0006,0.0014,-0.00034,-0.00226,-0.00132,0.00094,-0.00221,20.0729,0.00071,-0.00112,-0.00198,99.85497284,0.000642638,0.003269722,20.27176285,75.88150787,0.000752679,2.627852917, , ,1152,1.60E-02,1.12E-02,470.4,0.000276639
626.5,0.0009,-0.0004,94.8816,-0.0008,0.0004,-0.00034,-0.00266,-0.00108,0.00095,-0.00191,16.5847,0.00128,-0.00185,-0.00189,99.87628174,-0.000557163,0.003865026,19.84712219,75.76161957,9.99E-05,2.627872944, , ,1153,1.55E-02,1.12E-02,470.6,0.000264774
627,-0.0014,-0.0005,94.6704,-0.0003,-0.0011,-0.00016,-0.00245,-0.00096,0.00086,-0.00189,13.7411,0.00204,-0.00226,-0.00183,99.79231262,-0.000330233,0.002829831,19.45380592,75.58248138,0.00097996,2.629191875, , ,1154,1.50E-02,1.12E-02,470.8,0.000255796
627.5,-0.001,0.0002,94.8635,-0.0006,0.0014,-0.00044,-0.00189,-0.0009,0.00081,-0.00205,11.432,0.0022,-0.00206,-0.00184,99.82347107,0.000766762,0.00371231,19.05658531,75.43427277,-0.000103514,2.626695871, , ,1155,1.45E-02,1.12E-02,471,0.000205624
628,-0.0005,0.0013,95.053,-0.0001,0.0004,-0.00021,-0.00141,-0.0014,0.001,-0.00235,9.56404,0.00256,-0.00189,-0.00199,99.81157684,0.000231678,0.003126137,18.65870285,75.2565918,0.000556175,2.629845381, , ,1156,1.40E-02,1.12E-02,471.2,0.000199424
628.5,-0.0011,0.0005,94.7868,0.0006,-0.001,-0.00018,-0.00119,-0.00148,0.00135,-0.00246,8.04437,0.00254,-0.00141,-0.00156,99.79914856,0.000563719,0.001817981,18.28593826,75.10905457,-8.34E-05,2.63470912, , ,1157,1.36E-02,1.12E-02,471.4,0.00014916
629,-0.0002,0.0002,94.7389,-0.0012,0,-0.00012,-0.00111,-0.00116,0.00158,-0.00274,6.80483,0.0026,-0.00099,-0.00173,99.83208466,0.000356882,0.00405663,17.90843201,74.96216583,0.00014257,2.632407188, , ,1158,1.32E-02,1.11E-02,471.6,0.000231656
629.5,-0.0012,0.0007,94.9579,0.0002,0.0001,0.00026,-0.00158,-0.00092,0.00157,-0.00311,5.77909,0.00261,-0.00065,-0.0019,99.82318878,-0.000487071,0.001090306,17.53682327,74.8358078,0.000367127,2.632022381, , ,1159,1.27E-02,1.11E-02,471.8,0.000260787
630,-0.0007,0.0004,94.7822,-0.0013,-0.0003,0.00034,-0.00176,-0.00058,0.00115,-0.00312,4.92926,0.00287,-0.00079,-0.00236,99.78665924,5.80E-05,0.00172214,17.16579819,74.61455536,0.000270258,2.636564732, , ,1160,1.23E-02,1.11E-02,472,0.000364561
630.5,-0.0011,0.0005,94.9334,-0.0011,0.0003,0.00043,-0.00215,-0.00051,0.00099,-0.00299,4.22326,0.00341,-0.001,-0.00244,99.76449585,-0.000932452,0.000497199,16.8087883,74.47831726,-4.33E-05,2.634045362, , ,1161,1.19E-02,1.10E-02,472.2,0.000189403
631,-0.0007,-0.0003,94.8701,0,-0.0009,0.00017,-0.00206,0.00032,0.00059,-0.00242,3.63505,0.00367,-0.00121,-0.00226,99.81689453,0.000817949,0.000360089,16.45331764,74.31397247,0.000477002,2.63436985, , ,1162,1.14E-02,1.10E-02,472.4,0.000246936
631.5,-0.0007,0.0003,94.9291,-0.0002,-0.0001,-0.00058,-0.00196,0.00031,0.00016,-0.00138,3.13875,0.00377,-0.00162,-0.0019,99.82256317,-0.000529377,0.0012922,16.09441566,74.1339035,0.000374724,2.635315895, , ,1163,1.10E-02,1.10E-02,472.6,0.000279293
632,0.0001,-0.0001,95.0708,-0.0007,-0.0003,-0.00089,-0.00138,0.00015,-0.00075,-0.00104,2.72171,0.00427,-0.00192,-0.00151,99.78723907,0.000385331,0.002669809,15.75228405,73.98270416,-0.000174993,2.635732174, , ,1164,1.07E-02,1.10E-02,472.8,0.000335299
632.5,-0.0012,-0.0004,94.9282,0.0006,-0.0003,-0.00141,-0.00052,-0.00031,-0.00084,-0.00079,2.37026,0.00538,-0.00165,-0.00126,99.81636047,0.001400832,0.003125804,15.40836716,73.83214569,-0.000272771,2.638878584, , ,1165,1.03E-02,1.09E-02,473,0.000277231
633,-0.0005,0.0002,95.0142,-0.0005,-0.0014,-0.00163,-0.00028,-0.00037,-0.00069,-0.00097,2.07271,0.00649,-0.00135,-0.00087,99.80388641,0.000851713,0.001031098,15.06770992,73.65484619,0.000297389,2.639005184, , ,1166,9.93E-03,1.09E-02,473.2,0.000329644
633.5,0.0004,0.0003,95.1152,-0.0001,-0.0002,-0.00172,-0.00023,-8.00E-05,-0.00045,-0.00143,1.81872,0.00749,-0.00115,-0.00095,99.78129578,-0.000351624,0.001491751,14.72763729,73.51377869,0.000530337,2.636525869, , ,1167,9.58E-03,1.08E-02,473.4,0.000248587
634,-0.0005,-0.0004,95.0708,0.0002,0.0006,-0.00176,-0.00015,0.00045,-0.00032,-0.00203,1.6036,0.00882,-0.00089,-0.00136,99.82291412,0.000101494,0.001650435,14.40340424,73.33811951,-0.0001171,2.639575958, , ,1168,9.22E-03,1.08E-02,473.6,0.000261108
634.5,-0.0008,-0.001,95.0834,-0.0003,-0.0013,-0.00143,-6.00E-05,0.0008,-0.00046,-0.00279,1.41921,0.00952,-0.0007,-0.00183,99.75286102,0.000549879,0.001807308,14.06402779,73.13391113,-0.000538948,2.640354395, , ,1169,8.89E-03,1.08E-02,473.8,0.000224234
635,-0.0009,0.0007,95.1786,0.0002,-0.001,-0.00118,7.00E-05,0.00099,-0.00044,-0.00344,1.26125,0.01003,-0.0008,-0.00246,99.72858429,1.80E-05,0.001523716,13.7600956,72.99872589,0.000126049,2.643736601, , ,1170,8.56E-03,1.07E-02,474,0.000266179
635.5,-0.0003,0.0006,95.1459,-0.0003,-0.001,-0.00081,0.00013,0.00118,-0.00057,-0.00377,1.12567,0.01017,-0.00111,-0.00233,99.76223755,0.000137665,0.001532842,13.44532681,72.81291199,0.001214068,2.642707348, , ,1171,8.24E-03,1.07E-02,474.2,0.000216443
636,-0.0002,0,95.3304,-0.0011,-0.0003,-0.00081,0.00021,0.00112,-0.00062,-0.00399,1.00831,0.01045,-0.00111,-0.00244,99.78358459,0.000255945,0.000819163,13.13501549,72.63665009,-0.00027959,2.644203424, , ,1172,7.94E-03,1.06E-02,474.4,0.000188827
636.5,0.0006,0.0011,95.3015,-0.0003,-0.0005,-0.00104,-7.00E-05,0.00094,-0.00071,-0.00347,0.9062,0.01062,-0.00084,-0.0021,99.76612091,0.000371587,0.001982458,12.83967304,72.45624542,0.000159029,2.64351511, , ,1173,7.62E-03,1.06E-02,474.6,0.000227726
637,-0.0005,-0.0009,95.315,0,-0.0001,-0.00089,-0.00035,0.00067,-0.00101,-0.0029,0.81688,0.01111,-0.0013,-0.00242,99.76888275,0.000698293,0.001128434,12.5322361,72.31151581,0.000380332,2.645768404, , ,1174,7.35E-03,1.05E-02,474.8,0.000238596
